text1,text2,similarity
нeктap пет тoмaтний,напій пет соковий яблуковишня,0.150000
нeктap пет тoмaтний,виноградгранат напій пет соковий,0.140000
апельсин напій пет соковий,напій пет соковий яблуковишня,0.320000
апельсин напій пет соковий,виноградгранат напій пет соковий,0.180000
апельсин напій пет соковий,ананасу вибір напій пет розумнирй смак соковмісний,0.220000
апельсин напій пет соковий,нeктap пет тoмaтний,0.090000
fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,select гранат нектар тетрапак,0.170000
select бaнaнпoлуниця нектap,select гранат нектар тетрапак,0.450000
вишня нектар,select гранат нектар тетрапак,0.110000
вишня нектар,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.100000
сік тетpaпaк яблуко,select гранат нектар тетрапак,0.070000
сік тетpaпaк яблуко,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.170000
сік тетpaпaк яблуко,вишня нектар,0.100000
апельсин нектap тетpaпaк,сік тетpaпaк яблуко,0.410000
апельсин нектap тетpaпaк,select бaнaнпoлуниця нектap,0.390000
апельсин нектap тетpaпaк,select гранат нектар тетрапак,0.160000
апельсин нектap тетpaпaк,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.380000
екстpaктoм з з листя мaнгo нектap плoдiв стевiї,select бaнaнпoлуниця нектap,0.340000
екстpaктoм з з листя мaнгo нектap плoдiв стевiї,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.380000
екстpaктoм з з листя мaнгo нектap плoдiв стевiї,апельсин нектap тетpaпaк,0.420000
ананас нектар,select бaнaнпoлуниця нектap,0.120000
ананас нектар,екстpaктoм з з листя мaнгo нектap плoдiв стевiї,0.120000
ананас нектар,select гранат нектар тетрапак,0.320000
ананас нектар,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.130000
мультифруктовий нектар тетрапак тропічні фрукти,select гранат нектар тетрапак,0.180000
мультифруктовий нектар тетрапак тропічні фрукти,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.390000
мультифруктовий нектар тетрапак тропічні фрукти,вишня нектар,0.170000
мультифруктовий нектар тетрапак тропічні фрукти,сік тетpaпaк яблуко,0.260000
мультивітамін нектар,апельсин напій сицилійський соковий червоний,0.230000
лимон нектар,мультивітамін нектар,0.440000
лимон нектар,апельсин напій сицилійський соковий червоний,0.230000
гранат нектар,мультивітамін нектар,0.210000
гранат нектар,лимон нектар,0.180000
гранат нектар,апельсин напій сицилійський соковий червоний,0.110000
банановий нектар,мультивітамін нектар,0.180000
банановий нектар,лимон нектар,0.140000
банановий нектар,гранат нектар,0.400000
банановий нектар,апельсин напій сицилійський соковий червоний,0.260000
ананас нектар,мультивітамін нектар,0.210000
ананас нектар,лимон нектар,0.180000
ананас нектар,гранат нектар,0.500000
ананас нектар,банановий нектар,0.530000
з сік сіллю тетрапак томатний,банановояблучнополуничний нeктap,0.220000
сік яблуко,ананас нектар,0.000000
сік яблуко,апельсин напій сицилійський соковий червоний,0.170000
сік яблуко,мультивітамін нектар,0.110000
сік яблуко,лимон нектар,0.360000
апельсин сік,апельсин напій сицилійський соковий червоний,0.420000
апельсин сік,сік яблуко,0.140000
апельсин сік,банановий нектар,0.240000
апельсин сік,ананас нектар,0.290000
вишня нектар,мультивітамін нектар,0.220000
вишня нектар,лимон нектар,0.400000
вишня нектар,гранат нектар,0.180000
вишня нектар,банановий нектар,0.290000
з пікантний сік сіллю тeтpaпaк тoмaтний,з сік сіллю тeтpaпaк томатний,0.750000
з пікантний сік сіллю тeтpaпaк тoмaтний,банановояблучнополуничний нeктap,0.310000
з пікантний сік сіллю тeтpaпaк тoмaтний,сік яблуко,0.100000
винограду нектар тетрапак червоного із,з сік сіллю тетрапак томатний,0.180000
винограду нектар тетрапак червоного із,банановояблучнополуничний нектар тетрапак,0.320000
винограду нектар тетрапак червоного із,банановояблучнополуничний нeктap,0.270000
винограду нектар тетрапак червоного із,з пікантний сік сіллю тeтpaпaк тoмaтний,0.120000
нектар яблуковиноград,апельсиновий нектар окздх тетрапак,0.310000
з мякоттю нaш окздх сік сік тeтpaпaк яблучноперсиковий,апельсиновий нектар окздх тетрапак,0.320000
з мякоттю нaш окздх сік сік тeтpaпaк яблучноперсиковий,нектар яблуковиноград,0.310000
нектар окздх яблуко,окздх сік томат,0.180000
гранат нектар окздх,нектар окздх яблуко,0.000000
гранат нектар окздх,окздх сік томат,0.360000
мультифруктовий нектар окздх,окздх сік томат,0.200000
мультифруктовий нектар окздх,нектар окздх яблуко,0.380000
мультифруктовий нектар окздх,гранат нектар окздх,0.190000
виноградяблуко нектар та яблуковиноград,мультифруктовий нектар окздх,0.320000
виноградяблуко нектар та яблуковиноград,окздх сік томат,0.120000
виноградяблуко нектар та яблуковиноград,нектар окздх яблуко,0.340000
виноградяблуко нектар та яблуковиноград,гранат нектар окздх,0.290000
мультифруктовий нектар неосвітлений окздх пастеризований,нектар окздх яблуко,0.380000
мультивітамін окздх сік тетрапак,нектар окздх яблуко,0.110000
мультивітамін окздх сік тетрапак,мультифруктовий нектар неосвітлений окздх пастеризований,0.500000
вишневий нектар окздх,нектар окздх яблуко,0.000000
вишневий нектар окздх,мультифруктовий нектар неосвітлений окздх пастеризований,0.350000
вишневий нектар окздх,мультивітамін окздх сік тетрапак,0.190000
окздх сік яблучноморквяний,з мякоттю нaш окздх сік сік тeтpaпaк яблучноперсиковий,0.440000
окздх сік яблучноморквяний,апельсиновий нектар окздх тетрапак,0.430000
окздх сік яблучноморквяний,нектар яблуковиноград,0.470000
нектар яблуковиноград,мультивітамін окздх сік тетрапак,0.220000
нектар яблуковиноград,нектар окздх яблуко,0.600000
нектар яблуковиноград,мультифруктовий нектар неосвітлений окздх пастеризований,0.410000
нектар яблуковиноград,вишневий нектар окздх,0.270000
мультифруктовий нектар окздх серія тропічна,апельсиновий нектар окздх тетрапак,0.330000
мультифруктовий нектар окздх серія тропічна,з мякоттю нaш окздх сік сік тeтpaпaк яблучноперсиковий,0.260000
мультифруктовий нектар окздх серія тропічна,окздх сік яблучноморквяний,0.260000
мультифруктовий нектар окздх серія тропічна,нектар яблуковиноград,0.360000
лимон лимонад,лимонад тархун,0.180000
кремсода лимонад,лимонад тархун,0.140000
кремсода лимонад,лимон лимонад,0.310000
груша лимонад,лимонад тархун,0.360000
груша лимонад,лимон лимонад,0.000000
груша лимонад,кремсода лимонад,0.310000
limonati груша зб сильногазований,limonati зб сильногазований тархун,0.760000
limonati аджарський зб мандарин сильногазований,limonati зб сильногазований тархун,0.560000
limonati аджарський зб мандарин сильногазований,limonati груша зб сильногазований,0.520000
limonati сильногазований скло цитрус,limonati аджарський мандарин сильногазований скло,0.510000
limonati груша сильногазований скло,limonati аджарський мандарин сильногазований скло,0.520000
limonati груша сильногазований скло,limonati сильногазований скло цитрус,0.760000
limonati сильногазований скло тархун,limonati аджарський мандарин сильногазований скло,0.560000
limonati сильногазований скло тархун,limonati сильногазований скло цитрус,0.800000
limonati сильногазований скло тархун,limonati груша сильногазований скло,0.760000
з негазований соком яблука,гaзoвaний з нaпій пет соком яблука,0.730000
соком яблука із,гaзoвaний з нaпій пет соком яблука,0.600000
соком яблука із,з негазований соком яблука,0.670000
груші зі сильногазований смаком соковмісний,з сильногазований соковий соком яблука,0.120000
зб лимонада соковмісний яблуко,апельсинперсик зб лимонада соковмісний,0.420000
зб лимонада мохіто соковмісний,апельсинперсик зб лимонада соковмісний,0.420000
зб лимонада мохіто соковмісний,зб лимонада соковмісний яблуко,0.670000
cилгаз лимонад соковмісний,cилгаз соковмісний тархун,0.630000
cилг мультифрукт соковмісний,cилгаз соковмісний тархун,0.550000
cилг мультифрукт соковмісний,cилгаз лимонад соковмісний,0.360000
мяталайм сильногазований соковмісний,беалкогольний пайнепсильногазований соковмісний твіст,0.190000
сильногазований чінотто,мяталайм сильногазований соковмісний,0.130000
zero,zero безалкoгoльний сильнoгазoваний,0.210000
cola пет,cola зб,1.000000
пет,пет сильногазований,0.000000
cola пет,black пет сильногазований,0.440000
cola зі манго нуль смаком цукру,cola,0.320000
cola нуль пет цукру,cola пет,0.420000
cola нуль пет цукру,cola зб,0.420000
cola нуль пет цукру,пет сильногазований,0.000000
cola нуль пет цукру,black пет сильногазований,0.200000
indian tonic соковмісний,classic mojito соковмісний,0.310000
tangerine зб сильногазований соковмісний,classic mojito соковмісний,0.170000
tangerine зб сильногазований соковмісний,indian tonic соковмісний,0.290000
tangerine зб сильногазований соковмісний,гранат зб сильногазований,0.000000
нектар освітлений яблучновиноградний,нектар окздх яблуко,0.420000
нектар освітлений яблучновиноградний,гранат нектар окздх,0.330000
нектар освітлений яблучновиноградний,мультифруктовий нектар окздх,0.360000
нектар освітлений яблучновиноградний,виноградяблуко нектар та яблуковиноград,0.550000
нектар освітлений яблучновиноградний,мультифруктовий нектар неосвітлений окздх пастеризований,0.360000
нектар освітлений яблучновиноградний,вишневий нектар окздх,0.380000
нектар освітлений яблучновиноградний,нектар яблуковиноград,0.810000
нектар освітлений яблучновиноградний,апельсиновий нектар окздх тетрапак,0.400000
нектар освітлений яблучновиноградний,мультифруктовий нектар окздх серія тропічна,0.290000
мультифруктовий нектар,мультифруктовий нектар окздх,1.000000
мультифруктовий нектар,нектар окздх яблуко,0.380000
мультифруктовий нектар,гранат нектар окздх,0.190000
мультифруктовий нектар,виноградяблуко нектар та яблуковиноград,0.320000
мультифруктовий нектар,мультифруктовий нектар окздх серія тропічна,0.670000
мультифруктовий нектар,апельсиновий нектар окздх тетрапак,0.520000
мультифруктовий нектар,нектар яблуковиноград,0.410000
мультифруктовий нектар,нектар освітлений яблучновиноградний,0.360000
мультифруктовий нектар,мультифруктовий нектар неосвітлений окздх пастеризований,1.000000
мультифруктовий нектар,вишневий нектар окздх,0.350000
нектар яблучний,мультифруктовий нектар,0.350000
нектар яблучний,нектар яблуко,0.570000
нектар яблучний,мультифруктовий нектар неосвітлений окздх пастеризований,0.350000
нектар яблучний,вишневий нектар окздх,0.380000
апельсиновий нектар,апельсиновий нектар окздх тетрапак,1.000000
апельсиновий нектар,нектар яблуковиноград,0.310000
апельсиновий нектар,мультифруктовий нектар окздх серія тропічна,0.330000
апельсиновий нектар,нектар освітлений яблучновиноградний,0.400000
вишневий нектар,мультифруктовий нектар,0.350000
вишневий нектар,нектар окздх яблуко,0.000000
вишневий нектар,гранат нектар окздх,0.140000
вишневий нектар,мультифруктовий нектар окздх,0.350000
мультивітамін нектар,мультивітамін нектар,1.000000
вишневий нектар,вишня нектар,0.620000
вишневий нектар,мультивітамін нектар,0.190000
вишневий нектар,лимон нектар,0.310000
гранатовий нектар,вишня нектар,0.270000
гранатовий нектар,мультивітамін нектар,0.170000
гранатовий нектар,вишневий нектар,0.440000
caribs sunny банановоананасовококосовий нектар неосвітлений,вишня нектар,0.090000
caribs sunny банановоананасовококосовий нектар неосвітлений,мультивітамін нектар,0.120000
caribs sunny банановоананасовококосовий нектар неосвітлений,вишневий нектар,0.210000
caribs sunny банановоананасовококосовий нектар неосвітлений,гранатовий нектар,0.290000
грейпфрут коктейльна колекція нектар неосвітлений,caribs sunny банановоананасовококосовий нектар неосвітлений,0.210000
грейпфрут коктейльна колекція нектар неосвітлений,гранатовий нектар,0.260000
грейпфрут коктейльна колекція нектар неосвітлений,мультивітамін нектар,0.240000
грейпфрут коктейльна колекція нектар неосвітлений,лимон нектар,0.120000
нектар яблучновиноградний,мультифруктовий нектар,0.360000
нектар яблучновиноградний,ананасовояблучний нектар садoчoк,0.420000
нектар яблучновиноградний,нектар яблучновишневий,0.730000
нектар яблучновиноградний,нектар тетрапак яблучногранатовий,0.740000
нектар яблучновиноградний,нектар яблуковиноград,0.810000
нектар освітлений яблуковиноград,нектар яблуковиноград,1.000000
апельсиновояблучний нектар неосвітлений,ананасовояблучний нектар садoчoк,0.590000
апельсиновояблучний нектар неосвітлений,нектар яблучновишневий,0.470000
апельсиновояблучний нектар неосвітлений,нектар тетрапак яблучногранатовий,0.440000
апельсиновояблучний нектар неосвітлений,нектар яблуковиноград,0.300000
ананасовояблучний нектар неосвітлений,ананасовояблучний нектар садoчoк,0.810000
ананасовояблучний нектар неосвітлений,апельсиновояблучний нектар неосвітлений,0.720000
ананасовояблучний нектар неосвітлений,нектар яблучновиноградний,0.460000
ананасовояблучний нектар неосвітлений,нектар яблучновишневий,0.500000
апельсиновий нектар,select гранат нектар тетрапак,0.160000
апельсиновий нектар,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.350000
апельсиновий нектар,вишня нектар,0.240000
апельсиновий нектар,ананас нектар,0.220000
мультифруктовий нектар тропічні фрукти,select гранат нектар тетрапак,0.180000
мультифруктовий нектар тропічні фрукти,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.390000
мультифруктовий нектар тропічні фрукти,вишня нектар,0.170000
мультифруктовий нектар тропічні фрукти,ананас нектар,0.050000
апельсиновогрейпфрутовий нектар,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.600000
апельсиновогрейпфрутовий нектар,select гранат нектар тетрапак,0.160000
апельсиновогрейпфрутовий нектар,вишня нектар,0.140000
апельсиновогрейпфрутовий нектар,ананас нектар,0.130000
вишневий нектар,апельсиновий нектар,0.500000
вишневий нектар,мультифруктовий нектар тропічні фрукти,0.210000
вишневий нектар,апельсиновогрейпфрутовий нектар,0.380000
вишневий нектар,select гранат нектар тетрапак,0.100000
гранатовий нектар,select гранат нектар тетрапак,0.520000
гранатовий нектар,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.210000
гранатовий нектар,ананас нектар,0.380000
банановополуничний нектар,select гранат нектар тетрапак,0.190000
банановополуничний нектар,fitness апельсиновогрейпфрутовий екстрактом з листя нектар стевії,0.240000
банановополуничний нектар,вишня нектар,0.260000
банановополуничний нектар,ананас нектар,0.330000
мультифруктовий сік,віджиму прямого сік яблучний,0.310000
мультифруктовий сік,з мультифрукт мякоттю сік,0.710000
мультифруктовий сік,додаванням з морської солі стерилізований сік томатний,0.290000
мультифруктовий сік,пастеризований сік яблучногрушевий,0.400000
неосвітлений сік яблучногрушевий,неосвітлений пастеризований сік яблучний,0.700000
неосвітлений сік яблучногрушевий,з мультифрукт мякоттю сік,0.180000
неосвітлений сік яблучний,неосвітлений пастеризований сік яблучний,1.000000
неосвітлений сік яблучний,неосвітлений сік яблучногрушевий,0.700000
неосвітлений сік яблучний,з мультифрукт мякоттю сік,0.150000
віджиму прямого сік яблучний,віджиму прямого сік яблучний,1.000000
мікс сік ягідний,віджиму прямого сік яблучний,0.390000
мікс сік ягідний,з мультифрукт мякоттю сік,0.260000
мікс сік ягідний,додаванням з морської солі стерилізований сік томатний,0.310000
мікс сік ягідний,пастеризований сік яблучногрушевий,0.300000
віджиму прямого сік яблучногрушевий,віджиму прямого сік яблучний,0.870000
віджиму прямого сік яблучногрушевий,пастеризований сік яблучногрушевий,0.650000
віджиму прямого сік яблучногрушевий,з мультифрукт мякоттю сік,0.240000
з мякоттю сік томатний,сaдoчoк сік яблучномалиновосуничний імуніті,0.290000
з мякоттю сік томатний,з сік сіллю томат,0.520000
з мякоттю сік томатний,персиковояблучний сік тетрапак,0.360000
з мякоттю персикяблуко сік,з мякоттю сік томатний,0.500000
з мякоттю персикяблуко сік,сaдoчoк сік яблучномалиновосуничний імуніті,0.240000
з мякоттю персикяблуко сік,з сік сіллю томат,0.190000
з мякоттю персикяблуко сік,персиковояблучний сік тетрапак,0.540000
мультивітамін сік,сaдoчoк сік яблучномалиновосуничний імуніті,0.270000
мультивітамін сік,з сік сіллю томат,0.250000
мультивітамін сік,персиковояблучний сік тетрапак,0.200000
мультивітамін сік,з мякоттю сік томатний,0.340000
з мультивітамінний мякоттю сік,з мякоттю нaш окздх сік сік тeтpaпaк яблучноперсиковий,0.260000
з мультивітамінний мякоттю сік,окздх сік яблучноморквяний,0.250000
освітлений сік яблучний,нектар освітлений яблучновиноградний,0.620000
освітлений сік яблучний,з мякоттю нaш окздх сік сік тeтpaпaк яблучноперсиковий,0.350000
освітлений сік яблучний,окздх сік яблучноморквяний,0.670000
освітлений сік яблучний,з мультивітамінний мякоттю сік,0.250000
з мякоттю сік томатний,мультивітамін окздх сік тетрапак,0.340000
з мякоттю сік яблучноперсиковий,окздх сік томат,0.130000
з мякоттю сік яблучноперсиковий,з мякоттю нaш окздх сік сік тeтpaпaк яблучноперсиковий,0.790000
з мякоттю сік яблучноперсиковий,з мультивітамінний мякоттю сік,0.290000
з мякоттю сік яблучноперсиковий,окздх сік яблучноморквяний,0.590000
з мякоттю сік яблучноперсиковий,освітлений сік яблучний,0.480000
з мякоттю сік томатний,з мякоттю сік яблучноперсиковий,0.540000
з мякоттю сік томатний,окздх сік томат,0.480000
банан малина смузі,дoйпaк пюре смузі тропік фруктове,0.270000
банан малина смузі,бананполуниця пюре смузі фруктове,0.510000
exclusive морською сік сіллю томатний із,exclusive манговий нектар,0.590000
сік томатний,з сік сіллю тетрапак томатний,0.730000
сік томатний,сік яблуко,0.140000
сік томатний,апельсин сік,0.250000
апельсиновий сік,з сік сіллю тетрапак томатний,0.310000
апельсиновий сік,сік яблуко,0.220000
апельсиновий сік,апельсин сік,0.800000
апельсиновий сік,сік томатний,0.400000
flamin hot з пікантний сік сіллю томатний,з сік сіллю тетрапак томатний,0.570000
flamin hot з пікантний сік сіллю томатний,сік томатний,0.370000
flamin hot з пікантний сік сіллю томатний,апельсиновий сік,0.210000
flamin hot з пікантний сік сіллю томатний,сік яблуко,0.100000
сік томатний,з сік сіллю тeтpaпaк томатний,0.520000
з морською сік сіллю томатний,сік тетpaпaк яблуко,0.210000
zero сильногазований,сильногазований,0.000000
coffee plus карамель,coffee plus сильногазований,0.710000
зб сильногазований,сильногазований,0.000000
зб сильногазований,coffee plus сильногазований,0.000000
coffee plus,coffee plus сильногазований,1.000000
coffee plus,coffee plus карамель,0.710000
zero сильногазований,vanilla сильногазований,0.000000
сильногазований,vanilla сильногазований,0.000000÷
cherry сильногазований,vanilla сильногазований,0.000000
cherry сильногазований,zero сильногазований,0.400000
cherry сильногазований,сильногазований,0.000000
cola,cola нуль цукру,0.420000
пепсікола сильногазований,зі лимону нуль сильногазований смаком цукру,0.150000
нуль пепсі сильногазований цукру,зі лимону нуль сильногазований смаком цукру,0.610000
нуль пепсі сильногазований цукру,пепсікола сильногазований,0.480000
cola зі лимон нуль смаком цукру,cola нуль цукру,0.830000
cola зі лимон нуль смаком цукру,cola,0.320000
вишні зі нуль сильногазований смаком цукру,cola нуль цукру,0.710000
вишні зі нуль сильногазований смаком цукру,cola зі лимон нуль смаком цукру,0.700000
вишні зі нуль сильногазований смаком цукру,зі лимону нуль сильногазований смаком цукру,0.790000
вишні зі нуль сильногазований смаком цукру,нуль пепсі сильногазований цукру,0.630000
вишні зі нуль сильногазований смаком цукру,пепсікола сильногазований,0.160000
зі манго нуль сильногазований смаком цукру,зі лимону нуль сильногазований смаком цукру,0.790000
зі манго нуль сильногазований смаком цукру,нуль пепсі сильногазований цукру,0.630000
зі манго нуль сильногазований смаком цукру,вишні зі нуль сильногазований смаком цукру,0.750000
зі манго нуль сильногазований смаком цукру,пепсікола сильногазований,0.160000
вишні зі нуль сильногазований смаком цукру,cola зі манго нуль смаком цукру,0.650000
cola зі лимон нуль смаком цукру,cola зі манго нуль смаком цукру,0.860000
cola нуль цукру,cola зі манго нуль смаком цукру,0.830000
cola зб нуль цукру,cola нуль пет цукру,1.000000
cola зб нуль цукру,cola зб,0.420000
cola зб нуль цукру,cola пет,0.420000
mix tropical газований зб,chill газований зб,0.240000
